photo,species name,category,M/f/ND(0/1/2)
4498,Phlebotomus papatasi,24,1
4499,Phlebotomus papatasi,24,1
4500,Phlebotomus papatasi,24,1
4501,Phlebotomus papatasi,24,1
4503,Phlebotomus papatasi,24,1
4504,Phlebotomus papatasi,24,1
4505,Phlebotomus papatasi,24,1
4506,Phlebotomus papatasi,24,1
4507,Phlebotomus papatasi,24,1
4508,Phlebotomus papatasi,24,1
4509,Phlebotomus papatasi,24,1
4510,Phlebotomus papatasi,24,1
4511,Phlebotomus papatasi,24,1
4512,Phlebotomus papatasi,24,1
4513,Phlebotomus papatasi,24,1
4514,Phlebotomus papatasi,24,1
4515,Phlebotomus papatasi,24,1
4516,Phlebotomus papatasi,24,1
4517,Phlebotomus papatasi,24,1
4518,Phlebotomus papatasi,24,1
4519,Phlebotomus papatasi,24,1
4520,Phlebotomus papatasi,24,1
4521,Phlebotomus papatasi,24,1
4522,Phlebotomus papatasi,24,1
4523,Phlebotomus papatasi,24,1
4524,Phlebotomus papatasi,24,1
4525,Phlebotomus papatasi,24,1
4526,Phlebotomus papatasi,24,1
4527,Phlebotomus papatasi,24,1
4528,Phlebotomus papatasi,24,1
4529,Phlebotomus papatasi,24,1
4530,Phlebotomus papatasi,24,1
4531,Phlebotomus papatasi,24,1
4532,Phlebotomus papatasi,24,1
4533,Phlebotomus papatasi,24,1
4534,Phlebotomus papatasi,24,1
4535,Phlebotomus papatasi,24,0
4536,Phlebotomus papatasi,24,0
4537,Phlebotomus papatasi,24,0
4538,Phlebotomus papatasi,24,0
4539,Phlebotomus papatasi,24,0
4540,Phlebotomus papatasi,24,0
4541,Phlebotomus papatasi,24,0
4542,Phlebotomus papatasi,24,0
4543,Phlebotomus papatasi,24,0
4544,Phlebotomus papatasi,24,0
4545,Phlebotomus papatasi,24,0
4546,Phlebotomus papatasi,24,0
4547,Phlebotomus papatasi,24,0
4548,Phlebotomus papatasi,24,0
4549,Phlebotomus papatasi,24,0
4550,Phlebotomus papatasi,24,0
4551,Phlebotomus papatasi,24,0
4552,Phlebotomus papatasi,24,0
4553,Phlebotomus papatasi,24,0
4554,Phlebotomus papatasi,24,0
4555,Phlebotomus papatasi,24,0
4556,Phlebotomus papatasi,24,0
4557,Phlebotomus papatasi,24,0
4558,Phlebotomus papatasi,24,0
4559,Phlebotomus papatasi,24,0
4560,Phlebotomus papatasi,24,0
4561,Phlebotomus papatasi,24,0
4562,Phlebotomus papatasi,24,0
4563,Phlebotomus papatasi,24,0
4564,Phlebotomus papatasi,24,0
4565,Phlebotomus papatasi,24,0
4566,Phlebotomus papatasi,24,0
4567,Phlebotomus papatasi,24,0
4568,Phlebotomus papatasi,24,0
4569,Phlebotomus papatasi,24,0
4570,Phlebotomus papatasi,24,0
4571,Phlebotomus papatasi,24,0
4572,Phlebotomus papatasi,24,0
4573,Phlebotomus papatasi,24,0
4574,Phlebotomus papatasi,24,0
4575,Phlebotomus papatasi,24,0
4576,Phlebotomus papatasi,24,0
4577,Phlebotomus papatasi,24,0
4578,Phlebotomus papatasi,24,0
4579,Phlebotomus papatasi,24,0
4580,Phlebotomus papatasi,24,0
4581,Phlebotomus papatasi,24,0
4582,Phlebotomus papatasi,24,0
4583,Phlebotomus perniciosus,19,1
4584,Phlebotomus perniciosus,19,1
4585,Phlebotomus perniciosus,19,1
4586,Phlebotomus perniciosus,19,1
4587,Phlebotomus perniciosus,19,1
4588,Phlebotomus perniciosus,19,1
4589,Phlebotomus perniciosus,19,1
4590,Phlebotomus perniciosus,19,1
4591,Phlebotomus perniciosus,19,1
4592,Phlebotomus perniciosus,19,1
4593,Phlebotomus perniciosus,19,1
4594,Phlebotomus perniciosus,19,1
4595,Phlebotomus perniciosus,19,1
4596,Phlebotomus perniciosus,19,1
4597,Phlebotomus perniciosus,19,1
4598,Phlebotomus perniciosus,19,1
4599,Phlebotomus perniciosus,19,1
4600,Phlebotomus perniciosus,19,1
4601,Phlebotomus perniciosus,19,1
4602,Phlebotomus perniciosus,19,1
4603,Phlebotomus perniciosus,19,1
4604,Phlebotomus perniciosus,19,1
4605,Phlebotomus perniciosus,19,1
4606,Phlebotomus perniciosus,19,1
4607,Phlebotomus perniciosus,19,1
4608,Phlebotomus perniciosus,19,1
4609,Phlebotomus perniciosus,19,1
4610,Phlebotomus perniciosus,19,1
4611,Phlebotomus perniciosus,19,1
4612,Phlebotomus perniciosus,19,1
4613,Phlebotomus perniciosus,19,1
4614,Phlebotomus perniciosus,19,1
4615,Phlebotomus perniciosus,19,1
4616,Phlebotomus perniciosus,19,1
4617,Phlebotomus perniciosus,19,1
4618,Phlebotomus perniciosus,19,1
4619,Phlebotomus perniciosus,19,1
4620,Phlebotomus perniciosus,19,1
4621,Phlebotomus perniciosus,19,1
4622,Phlebotomus perniciosus,19,1
4623,Phlebotomus perniciosus,19,1
4624,Phlebotomus perniciosus,19,1
4625,Phlebotomus perniciosus,19,1
4626,Phlebotomus perniciosus,19,1
4627,Phlebotomus perniciosus,19,1
4628,Phlebotomus perniciosus,19,1
4629,Phlebotomus perniciosus,19,1
4630,Phlebotomus perniciosus,19,1
4631,Phlebotomus perniciosus,19,1
4632,Phlebotomus perniciosus,19,1
4633,Phlebotomus perniciosus,19,1
4634,Phlebotomus perniciosus,19,1
4635,Phlebotomus perniciosus,19,1
4636,Phlebotomus perniciosus,19,1
4637,Phlebotomus perniciosus,19,1
4638,Phlebotomus perniciosus,19,1
4639,Phlebotomus perniciosus,19,1
4640,Phlebotomus perniciosus,19,1
4641,Phlebotomus perniciosus,19,1
4642,Phlebotomus perniciosus,19,1
4643,Phlebotomus perniciosus,19,1
4644,Phlebotomus perniciosus,19,1
4645,Phlebotomus perniciosus,19,1
4646,Phlebotomus perniciosus,19,1
4647,Phlebotomus perniciosus,19,1
4648,Phlebotomus perniciosus,19,1
4649,Phlebotomus perniciosus,19,1
4650,Phlebotomus perniciosus,19,1
4651,Phlebotomus perniciosus,19,1
4652,Phlebotomus perniciosus,19,1
4653,Phlebotomus perniciosus,19,1
4654,Phlebotomus perniciosus,19,0
4655,Phlebotomus perniciosus,19,0
4656,Phlebotomus perniciosus,19,0
4657,Phlebotomus perniciosus,19,0
4658,Phlebotomus perniciosus,19,0
4659,Phlebotomus perniciosus,19,0
4660,Phlebotomus perniciosus,19,0
4661,Phlebotomus perniciosus,19,0
4662,Phlebotomus perniciosus,19,0
4663,Phlebotomus perniciosus,19,0
4664,Phlebotomus perniciosus,19,0
4665,Phlebotomus perniciosus,19,0
4666,Phlebotomus perniciosus,19,0
4667,Phlebotomus perniciosus,19,0
4668,Phlebotomus perniciosus,19,0
4669,Phlebotomus perniciosus,19,0
4670,Phlebotomus perniciosus,19,0
4671,Phlebotomus perniciosus,19,0
4672,Phlebotomus perniciosus,19,0
4673,Phlebotomus perniciosus,19,0
4674,Phlebotomus perniciosus,19,0
4675,Phlebotomus perniciosus,19,0
4676,Phlebotomus perniciosus,19,0
4677,Phlebotomus perniciosus,19,0
4678,Phlebotomus perniciosus,19,0
4679,Phlebotomus perniciosus,19,0
4680,Phlebotomus perniciosus,19,0
4681,Phlebotomus perniciosus,19,0
4682,Phlebotomus perniciosus,19,0
4683,Phlebotomus perniciosus,19,0
4684,Phlebotomus perniciosus,19,0
4685,Phlebotomus perniciosus,19,0
4686,Phlebotomus perniciosus,19,0
4687,Phlebotomus perniciosus,19,0
4688,Phlebotomus perniciosus,19,0
4689,Phlebotomus perniciosus,19,0
4690,Phlebotomus perniciosus,19,0
4691,Phlebotomus perniciosus,19,0
4692,Phlebotomus perniciosus,19,0
4693,Phlebotomus perniciosus,19,0
4694,Phlebotomus perniciosus,19,0
4695,Phlebotomus perniciosus,19,0
4696,Phlebotomus perniciosus,19,0
4697,Phlebotomus perniciosus,19,0
4698,Phlebotomus perniciosus,19,0
4699,Phlebotomus perniciosus,19,0
4700,Phlebotomus perniciosus,19,0
4701,Phlebotomus perniciosus,19,0
4702,Phlebotomus perniciosus,19,0
4703,Phlebotomus perniciosus,19,0
4704,Phlebotomus perniciosus,19,0
4705,Phlebotomus perniciosus,19,0
4706,Phlebotomus perniciosus,19,0
4707,Phlebotomus perniciosus,19,0
4708,Phlebotomus perniciosus,19,0
4709,Phlebotomus perniciosus,19,0
4710,Phlebotomus perniciosus,19,0
4711,Phlebotomus perniciosus,19,0
4712,Phlebotomus perniciosus,19,0
4713,Phlebotomus perniciosus,19,0
4714,Phlebotomus perniciosus,19,0
4715,Phlebotomus perniciosus,19,0
4716,Phlebotomus perniciosus,19,0
4717,Phlebotomus perniciosus,19,0
4718,Phlebotomus perniciosus,19,0
4719,Phlebotomus perniciosus,19,0
4720,Phlebotomus perniciosus,19,0
4721,Phlebotomus perniciosus,19,0
4722,Phlebotomus perniciosus,19,0
4723,Phlebotomus perniciosus,19,0
4724,Phlebotomus perniciosus,19,0
4725,Phlebotomus sergenti,22,1
4726,Phlebotomus sergenti,22,1
4727,Phlebotomus sergenti,22,1
4728,Phlebotomus sergenti,22,1
4729,Phlebotomus sergenti,22,1
4730,Phlebotomus sergenti,22,1
4731,Phlebotomus sergenti,22,1
4732,Phlebotomus sergenti,22,1
4733,Phlebotomus sergenti,22,1
4734,Phlebotomus sergenti,22,1
4735,Phlebotomus sergenti,22,1
4736,Phlebotomus sergenti,22,1
4737,Phlebotomus sergenti,22,1
4738,Phlebotomus sergenti,22,1
4739,Phlebotomus sergenti,22,1
4740,Phlebotomus sergenti,22,1
4741,Phlebotomus sergenti,22,1
4742,Phlebotomus sergenti,22,1
4743,Phlebotomus sergenti,22,1
4744,Phlebotomus sergenti,22,1
4745,Phlebotomus sergenti,22,1
4746,Phlebotomus sergenti,22,1
4747,Phlebotomus sergenti,22,1
4748,Phlebotomus sergenti,22,1
4749,Phlebotomus sergenti,22,1
4750,Phlebotomus sergenti,22,1
4751,Phlebotomus sergenti,22,1
4752,Phlebotomus sergenti,22,1
4753,Phlebotomus sergenti,22,1
4754,Phlebotomus sergenti,22,1
4755,Phlebotomus sergenti,22,1
4756,Phlebotomus sergenti,22,1
4757,Phlebotomus sergenti,22,1
4758,Phlebotomus sergenti,22,1
4759,Phlebotomus sergenti,22,1
4760,Phlebotomus sergenti,22,1
4761,Phlebotomus sergenti,22,1
4762,Phlebotomus sergenti,22,1
4763,Phlebotomus sergenti,22,1
4764,Phlebotomus sergenti,22,1
4765,Phlebotomus sergenti,22,1
4766,Phlebotomus sergenti,22,1
4767,Phlebotomus sergenti,22,1
4768,Phlebotomus sergenti,22,1
4769,Phlebotomus sergenti,22,1
4770,Phlebotomus sergenti,22,1
4771,Phlebotomus sergenti,22,1
4772,Phlebotomus sergenti,22,1
4773,Phlebotomus sergenti,22,1
4774,Phlebotomus sergenti,22,1
4775,Phlebotomus sergenti,22,1
4776,Phlebotomus sergenti,22,1
4777,Phlebotomus sergenti,22,1
4778,Phlebotomus sergenti,22,1
4779,Phlebotomus sergenti,22,1
4780,Phlebotomus sergenti,22,1
4781,Phlebotomus sergenti,22,1
4782,Phlebotomus sergenti,22,1
4783,Phlebotomus sergenti,22,1
4784,Phlebotomus sergenti,22,1
4785,Phlebotomus sergenti,22,1
4786,Phlebotomus sergenti,22,1
4787,Phlebotomus sergenti,22,1
4788,Phlebotomus sergenti,22,1
4789,Phlebotomus sergenti,22,1
4790,Phlebotomus sergenti,22,1
4791,Phlebotomus sergenti,22,1
4792,Phlebotomus sergenti,22,1
4793,Phlebotomus sergenti,22,1
4794,Phlebotomus sergenti,22,1
4795,Phlebotomus sergenti,22,1
4796,Phlebotomus sergenti,22,1
4797,Phlebotomus sergenti,22,1
4798,Phlebotomus sergenti,22,1
4799,Phlebotomus sergenti,22,1
4800,Phlebotomus sergenti,22,1
4801,Phlebotomus sergenti,22,1
4803,Phlebotomus sergenti,22,1
4804,Phlebotomus sergenti,22,1
4805,Phlebotomus sergenti,22,1
4806,Phlebotomus sergenti,22,1
4807,Phlebotomus sergenti,22,1
4808,Phlebotomus sergenti,22,1
4809,Phlebotomus sergenti,22,1
4810,Phlebotomus sergenti,22,1
4811,Phlebotomus sergenti,22,1
4812,Phlebotomus sergenti,22,1
4813,Phlebotomus sergenti,22,1
4814,Phlebotomus sergenti,22,1
4815,Phlebotomus sergenti,22,1
4816,Phlebotomus sergenti,22,1
4817,Phlebotomus sergenti,22,1
4818,Phlebotomus sergenti,22,0
4819,Phlebotomus sergenti,22,0
4820,Phlebotomus sergenti,22,0
4821,Phlebotomus sergenti,22,0
4822,Phlebotomus sergenti,22,0
4823,Phlebotomus sergenti,22,0
4824,Phlebotomus sergenti,22,0
4825,Phlebotomus sergenti,22,0
4826,Phlebotomus sergenti,22,0
4827,Phlebotomus sergenti,22,0
4828,Phlebotomus sergenti,22,0
4829,Phlebotomus sergenti,22,0
4830,Phlebotomus sergenti,22,0
4831,Phlebotomus sergenti,22,0
4832,Phlebotomus sergenti,22,0
4833,Phlebotomus sergenti,22,0
4834,Phlebotomus sergenti,22,0
4835,Phlebotomus sergenti,22,0
4836,Phlebotomus sergenti,22,0
4837,Phlebotomus sergenti,22,0
4838,Phlebotomus sergenti,22,0
4839,Phlebotomus sergenti,22,0
4840,Phlebotomus sergenti,22,0
4841,Phlebotomus sergenti,22,0
4842,Phlebotomus sergenti,22,0
4843,Phlebotomus sergenti,22,0
4844,Phlebotomus sergenti,22,0
4845,Phlebotomus sergenti,22,0
4846,Phlebotomus sergenti,22,0
4847,Phlebotomus sergenti,22,0
4848,Phlebotomus sergenti,22,0
4849,Phlebotomus sergenti,22,0
4850,Phlebotomus sergenti,22,0
4851,Phlebotomus sergenti,22,0
4852,Phlebotomus sergenti,22,0
4853,Phlebotomus sergenti,22,0
4854,Phlebotomus sergenti,22,0
4855,Phlebotomus sergenti,22,0
4856,Phlebotomus sergenti,22,0
4857,Phlebotomus sergenti,22,0
4858,Phlebotomus sergenti,22,0
4859,Phlebotomus sergenti,22,0
4860,Phlebotomus sergenti,22,0
4861,Phlebotomus sergenti,22,0
4862,Phlebotomus sergenti,22,0
4863,Phlebotomus sergenti,22,0
4864,Phlebotomus sergenti,22,0
4865,Phlebotomus sergenti,22,0
4866,Phlebotomus sergenti,22,0
4867,Phlebotomus sergenti,22,0
4868,Phlebotomus sergenti,22,0
4869,Phlebotomus sergenti,22,0
4870,Phlebotomus sergenti,22,0
4871,Phlebotomus sergenti,22,0
4872,Phlebotomus sergenti,22,0
4873,Phlebotomus sergenti,22,0
4874,Phlebotomus sergenti,22,0
4875,Phlebotomus sergenti,22,0
4876,Phlebotomus sergenti,22,0
4877,Phlebotomus sergenti,22,0
4878,Phlebotomus sergenti,22,0
4879,Phlebotomus sergenti,22,0
4880,Phlebotomus sergenti,22,0
4881,Phlebotomus sergenti,22,0
4882,Phlebotomus sergenti,22,0
4883,Phlebotomus sergenti,22,0
4884,Phlebotomus sergenti,22,0
4885,Phlebotomus sergenti,22,0
4886,Phlebotomus sergenti,22,0
4887,Phlebotomus sergenti,22,0
4888,Phlebotomus sergenti,22,0
4889,Phlebotomus sergenti,22,0
4890,Phlebotomus sergenti,22,0
4891,Phlebotomus sergenti,22,0
4892,Phlebotomus sergenti,22,0
4893,Phlebotomus sergenti,22,0
4894,Phlebotomus sergenti,22,0
4895,Phlebotomus sergenti,22,0
4896,Phlebotomus sergenti,22,0
4897,Phlebotomus sergenti,22,0
4898,Phlebotomus sergenti,22,0
4899,Phlebotomus sergenti,22,0
4900,Phlebotomus sergenti,22,0
4901,Phlebotomus sergenti,22,0
4902,Phlebotomus sergenti,22,0
4903,Phlebotomus sergenti,22,0
4904,Phlebotomus sergenti,22,0
4905,Phlebotomus sergenti,22,0
4906,Phlebotomus sergenti,22,0
4907,Phlebotomus sergenti,22,0
4908,Phlebotomus sergenti,22,0
4909,Phlebotomus sergenti,22,0
4910,Phlebotomus sergenti,22,0
4911,Phlebotomus duboscqi,21,1
4912,Phlebotomus duboscqi,21,1
4913,Phlebotomus duboscqi,21,1
4914,Phlebotomus duboscqi,21,1
4915,Phlebotomus duboscqi,21,1
4916,Phlebotomus duboscqi,21,1
4917,Phlebotomus duboscqi,21,1
4918,Phlebotomus duboscqi,21,1
4919,Phlebotomus duboscqi,21,1
4920,Phlebotomus duboscqi,21,1
4921,Phlebotomus duboscqi,21,1
4922,Phlebotomus duboscqi,21,1
4923,Phlebotomus duboscqi,21,1
4924,Phlebotomus duboscqi,21,1
4925,Phlebotomus duboscqi,21,1
4926,Phlebotomus duboscqi,21,1
4927,Phlebotomus duboscqi,21,1
4928,Phlebotomus duboscqi,21,1
4929,Phlebotomus duboscqi,21,1
4930,Phlebotomus duboscqi,21,1
4931,Phlebotomus duboscqi,21,1
4932,Phlebotomus duboscqi,21,1
4933,Phlebotomus duboscqi,21,1
4934,Phlebotomus duboscqi,21,1
4935,Phlebotomus duboscqi,21,1
4936,Phlebotomus duboscqi,21,1
4937,Phlebotomus duboscqi,21,1
4938,Phlebotomus duboscqi,21,1
4939,Phlebotomus duboscqi,21,1
4940,Phlebotomus duboscqi,21,1
4941,Phlebotomus duboscqi,21,1
4942,Phlebotomus duboscqi,21,1
4943,Phlebotomus duboscqi,21,1
4944,Phlebotomus duboscqi,21,1
4945,Phlebotomus duboscqi,21,1
4946,Phlebotomus duboscqi,21,1
4947,Phlebotomus duboscqi,21,1
4948,Phlebotomus duboscqi,21,1
4949,Phlebotomus duboscqi,21,1
4950,Phlebotomus duboscqi,21,1
4951,Phlebotomus duboscqi,21,1
4952,Phlebotomus duboscqi,21,1
4953,Phlebotomus duboscqi,21,1
4954,Phlebotomus duboscqi,21,1
4955,Phlebotomus duboscqi,21,1
4956,Phlebotomus duboscqi,21,1
4957,Phlebotomus duboscqi,21,1
4958,Phlebotomus duboscqi,21,1
4959,Phlebotomus duboscqi,21,1
4960,Phlebotomus duboscqi,21,0
4961,Phlebotomus duboscqi,21,0
4962,Phlebotomus duboscqi,21,0
4963,Phlebotomus duboscqi,21,0
4964,Phlebotomus duboscqi,21,0
4965,Phlebotomus duboscqi,21,0
4966,Phlebotomus duboscqi,21,0
4967,Phlebotomus duboscqi,21,0
4968,Phlebotomus duboscqi,21,0
4969,Phlebotomus duboscqi,21,0
4970,Phlebotomus duboscqi,21,0
4971,Phlebotomus duboscqi,21,0
4972,Phlebotomus duboscqi,21,0
4973,Phlebotomus duboscqi,21,0
4974,Phlebotomus duboscqi,21,0
4975,Phlebotomus duboscqi,21,0
4976,Phlebotomus duboscqi,21,0
4977,Phlebotomus duboscqi,21,0
4978,Phlebotomus duboscqi,21,0
4979,Phlebotomus duboscqi,21,0
4980,Phlebotomus duboscqi,21,0
4981,Phlebotomus duboscqi,21,0
4982,Phlebotomus duboscqi,21,0
4983,Phlebotomus duboscqi,21,0
4984,Phlebotomus duboscqi,21,0
4985,Phlebotomus duboscqi,21,0
4986,Phlebotomus duboscqi,21,0
4987,Phlebotomus duboscqi,21,0
4988,Phlebotomus duboscqi,21,0
4989,Phlebotomus duboscqi,21,0
4990,Phlebotomus duboscqi,21,0
4991,Phlebotomus duboscqi,21,0
4992,Phlebotomus duboscqi,21,0
4993,Phlebotomus duboscqi,21,0
4994,Phlebotomus duboscqi,21,0
4995,Phlebotomus duboscqi,21,0
4996,Phlebotomus duboscqi,21,0
4997,Phlebotomus duboscqi,21,0
4998,Phlebotomus duboscqi,21,0
4999,Phlebotomus duboscqi,21,0
5000,Phlebotomus duboscqi,21,0
5001,Phlebotomus duboscqi,21,0
5002,Phlebotomus duboscqi,21,0
5003,Phlebotomus duboscqi,21,0
5004,Phlebotomus duboscqi,21,0
5005,Phlebotomus duboscqi,21,0
5006,Phlebotomus duboscqi,21,0
5007,Phlebotomus duboscqi,21,0
5008,Phlebotomus duboscqi,21,0
5009,Phlebotomus duboscqi,21,0
5010,Phlebotomus duboscqi,21,0
5011,Phlebotomus duboscqi,21,0
5012,Phlebotomus duboscqi,21,0
5013,Phlebotomus duboscqi,21,0
5014,Phlebotomus duboscqi,21,0
5015,Phlebotomus duboscqi,21,0
5016,Phlebotomus duboscqi,21,0
5017,Phlebotomus duboscqi,21,0
5018,Phlebotomus duboscqi,21,0
5019,Phlebotomus duboscqi,21,0
5020,Phlebotomus duboscqi,21,0
5021,Phlebotomus argentipes,20,1
5022,Phlebotomus argentipes,20,1
5023,Phlebotomus argentipes,20,1
5024,Phlebotomus argentipes,20,1
5025,Phlebotomus argentipes,20,1
5026,Phlebotomus argentipes,20,1
5027,Phlebotomus argentipes,20,1
5028,Phlebotomus argentipes,20,1
5029,Phlebotomus argentipes,20,1
5030,Phlebotomus argentipes,20,1
5031,Phlebotomus argentipes,20,1
5032,Phlebotomus argentipes,20,1
5033,Phlebotomus argentipes,20,1
5034,Phlebotomus argentipes,20,1
5035,Phlebotomus argentipes,20,1
5036,Phlebotomus argentipes,20,1
5037,Phlebotomus argentipes,20,1
5038,Phlebotomus argentipes,20,1
5039,Phlebotomus argentipes,20,1
5040,Phlebotomus argentipes,20,1
5041,Phlebotomus argentipes,20,1
5042,Phlebotomus argentipes,20,1
5043,Phlebotomus argentipes,20,1
5044,Phlebotomus argentipes,20,1
5045,Phlebotomus argentipes,20,1
5046,Phlebotomus argentipes,20,1
5047,Phlebotomus argentipes,20,1
5048,Phlebotomus argentipes,20,1
5049,Phlebotomus argentipes,20,1
5050,Phlebotomus argentipes,20,1
5051,Phlebotomus argentipes,20,1
5052,Phlebotomus argentipes,20,1
5053,Phlebotomus argentipes,20,1
5054,Phlebotomus argentipes,20,1
5055,Phlebotomus argentipes,20,1
5056,Phlebotomus argentipes,20,1
5057,Phlebotomus argentipes,20,1
5058,Phlebotomus argentipes,20,1
5059,Phlebotomus argentipes,20,1
5060,Phlebotomus argentipes,20,1
5061,Phlebotomus argentipes,20,1
5062,Phlebotomus argentipes,20,1
5063,Phlebotomus argentipes,20,1
5064,Phlebotomus argentipes,20,1
5065,Phlebotomus argentipes,20,1
5066,Phlebotomus argentipes,20,1
5067,Phlebotomus argentipes,20,1
5068,Phlebotomus argentipes,20,1
5069,Phlebotomus argentipes,20,1
5070,Phlebotomus argentipes,20,1
5071,Phlebotomus argentipes,20,1
5072,Phlebotomus argentipes,20,1
5073,Phlebotomus argentipes,20,1
5074,Phlebotomus argentipes,20,1
5075,Phlebotomus argentipes,20,1
5076,Phlebotomus argentipes,20,1
5077,Phlebotomus argentipes,20,1
5078,Phlebotomus argentipes,20,1
5079,Phlebotomus argentipes,20,1
5080,Phlebotomus argentipes,20,1
5081,Phlebotomus argentipes,20,1
5082,Phlebotomus argentipes,20,1
5083,Phlebotomus argentipes,20,1
5084,Phlebotomus argentipes,20,1
5085,Phlebotomus argentipes,20,1
5086,Phlebotomus argentipes,20,1
5087,Phlebotomus argentipes,20,1
5088,Phlebotomus argentipes,20,1
5089,Phlebotomus argentipes,20,1
5090,Phlebotomus argentipes,20,1
5091,Phlebotomus argentipes,20,1
5092,Phlebotomus argentipes,20,1
5093,Phlebotomus argentipes,20,1
5094,Phlebotomus argentipes,20,1
5095,Phlebotomus argentipes,20,0
5096,Phlebotomus argentipes,20,0
5097,Phlebotomus argentipes,20,0
5098,Phlebotomus argentipes,20,0
5099,Phlebotomus argentipes,20,0
5100,Phlebotomus argentipes,20,0
5101,Phlebotomus argentipes,20,0
5102,Phlebotomus argentipes,20,0
5103,Phlebotomus argentipes,20,0
5104,Phlebotomus argentipes,20,0
5105,Phlebotomus argentipes,20,0
5106,Phlebotomus argentipes,20,0
5107,Phlebotomus argentipes,20,0
5108,Phlebotomus argentipes,20,0
5109,Phlebotomus argentipes,20,0
5110,Phlebotomus argentipes,20,0
5111,Phlebotomus argentipes,20,0
5112,Phlebotomus argentipes,20,0
5113,Phlebotomus argentipes,20,0
5114,Phlebotomus argentipes,20,0
5115,Phlebotomus argentipes,20,0
5116,Phlebotomus argentipes,20,0
5117,Phlebotomus argentipes,20,0
5118,Phlebotomus argentipes,20,0
5119,Phlebotomus argentipes,20,0
5120,Phlebotomus argentipes,20,0
5121,Phlebotomus argentipes,20,0
5122,Phlebotomus argentipes,20,0
5123,Phlebotomus argentipes,20,0
5124,Phlebotomus argentipes,20,0
5125,Phlebotomus argentipes,20,0
5126,Phlebotomus argentipes,20,0
5127,Phlebotomus argentipes,20,0
5128,Phlebotomus argentipes,20,0
5129,Phlebotomus argentipes,20,0
5130,Phlebotomus argentipes,20,0
5131,Phlebotomus argentipes,20,0
5132,Phlebotomus argentipes,20,0
5133,Phlebotomus argentipes,20,0
5134,Phlebotomus argentipes,20,0
5135,Phlebotomus argentipes,20,0
5136,Phlebotomus argentipes,20,0
5137,Phlebotomus argentipes,20,0
5138,Phlebotomus argentipes,20,0
5139,Phlebotomus argentipes,20,0
5140,Phlebotomus argentipes,20,0
5141,Phlebotomus argentipes,20,0
5142,Phlebotomus argentipes,20,0
5143,Phlebotomus argentipes,20,0
5144,Phlebotomus argentipes,20,0
5145,Phlebotomus argentipes,20,0
5146,Phlebotomus argentipes,20,0
5147,Phlebotomus argentipes,20,0
5148,Phlebotomus argentipes,20,0
5149,Phlebotomus argentipes,20,0
5150,Phlebotomus argentipes,20,0
5151,Phlebotomus argentipes,20,0
5152,Phlebotomus argentipes,20,0
5153,Phlebotomus argentipes,20,0
5154,Phlebotomus argentipes,20,0
5155,Phlebotomus argentipes,20,0
5156,Phlebotomus argentipes,20,0
5157,Phlebotomus argentipes,20,0
5158,Phlebotomus argentipes,20,0
5159,Phlebotomus argentipes,20,0
5160,Phlebotomus argentipes,20,0
5161,Phlebotomus argentipes,20,0
5162,Phlebotomus argentipes,20,0
5163,Phlebotomus argentipes,20,0
5164,Phlebotomus argentipes,20,0
5165,Phlebotomus argentipes,20,0
5166,Phlebotomus argentipes,20,0
5167,Phlebotomus argentipes,20,0
5168,Phlebotomus argentipes,20,0
5169,Phlebotomus argentipes,20,0
5170,Phlebotomus argentipes,20,0
5171,Phlebotomus argentipes,20,0
5172,Phlebotomus argentipes,20,0
5173,Phlebotomus tobbi,17,0
5174,Phlebotomus tobbi,17,0
5175,Phlebotomus tobbi,17,0
5176,Phlebotomus tobbi,17,0
5177,Phlebotomus tobbi,17,0
5178,Phlebotomus tobbi,17,0
5179,Phlebotomus tobbi,17,0
5180,Phlebotomus tobbi,17,0
5181,Phlebotomus tobbi,17,0
5182,Phlebotomus tobbi,17,0
5183,Phlebotomus tobbi,17,0
5184,Phlebotomus tobbi,17,0
5185,Phlebotomus tobbi,17,0
5186,Phlebotomus tobbi,17,0
5187,Phlebotomus tobbi,17,0
5188,Phlebotomus tobbi,17,0
5189,Phlebotomus tobbi,17,0
5190,Phlebotomus tobbi,17,0
5191,Phlebotomus tobbi,17,0
5192,Phlebotomus tobbi,17,0
5193,Phlebotomus tobbi,17,0
5194,Phlebotomus tobbi,17,0
5195,Phlebotomus tobbi,17,0
5196,Phlebotomus tobbi,17,0
5197,Phlebotomus tobbi,17,0
5198,Phlebotomus tobbi,17,0
5199,Phlebotomus tobbi,17,0
5200,Phlebotomus tobbi,17,0
5201,Phlebotomus tobbi,17,0
5202,Phlebotomus tobbi,17,0
5203,Phlebotomus tobbi,17,0
5204,Phlebotomus tobbi,17,0
5206,Phlebotomus tobbi,17,0
5207,Phlebotomus tobbi,17,0
5208,Phlebotomus tobbi,17,0
5209,Phlebotomus tobbi,17,0
5210,Phlebotomus tobbi,17,0
5211,Phlebotomus tobbi,17,0
5212,Phlebotomus tobbi,17,0
5213,Phlebotomus tobbi,17,0
5214,Phlebotomus tobbi,17,0
5215,Phlebotomus tobbi,17,0
5216,Phlebotomus tobbi,17,0
5217,Phlebotomus tobbi,17,0
5218,Phlebotomus tobbi,17,0
5219,Phlebotomus tobbi,17,0
5220,Phlebotomus tobbi,17,0
5221,Phlebotomus tobbi,17,0
5222,Phlebotomus tobbi,17,0
